Resolution,Traffic,K,A,T,M,ParamSweep Path,OpenCV Path,Otsu Path,SSIM OpenCV AVG,SSIM OpenCV Var,SSIM OpenCV Med,SSIM Otsu AVG,SSIM Otsu Var,SSIM Otsu Med,Frames Compared
360p,Traffic4,K3,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K3\A0.1_\T0.9\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic4\Traffic4-Mask.mp4,0.7281,0.0692,0.7714,0.735,0.0131,0.7085,10
360p,Traffic4,K4,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.001_\T0.5\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic4\Traffic4-Mask.mp4,0.0626,0.0008,0.0657,0.189,0.0732,0.1066,10
360p,Traffic4,K4,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.001_\T0.5\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic4\Traffic4-Mask.mp4,0.1109,0.0042,0.1026,0.2438,0.066,0.1407,10
360p,Traffic4,K4,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.001_\T0.5\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic4\Traffic4-Mask.mp4,0.109,0.0044,0.0986,0.2361,0.0673,0.1342,10
360p,Traffic4,K4,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.001_\T0.7\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic4\Traffic4-Mask.mp4,0.0626,0.0008,0.0657,0.189,0.0732,0.1066,10
360p,Traffic4,K4,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.001_\T0.7\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic4\Traffic4-Mask.mp4,0.1109,0.0042,0.1026,0.2438,0.066,0.1407,10
360p,Traffic4,K4,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.001_\T0.7\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic4\Traffic4-Mask.mp4,0.109,0.0044,0.0986,0.2361,0.0673,0.1342,10
360p,Traffic4,K4,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.001_\T0.9\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic4\Traffic4-Mask.mp4,0.1035,0.003,0.1007,0.2072,0.0703,0.1272,10
360p,Traffic4,K4,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.001_\T0.9\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic4\Traffic4-Mask.mp4,0.1867,0.0063,0.2242,0.2909,0.0572,0.2168,10
360p,Traffic4,K4,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.001_\T0.9\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic4\Traffic4-Mask.mp4,0.1872,0.0064,0.2244,0.2924,0.0572,0.2249,10
360p,Traffic4,K4,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.01_\T0.5\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic4\Traffic4-Mask.mp4,0.2221,0.0128,0.2714,0.2488,0.0631,0.171,10
360p,Traffic4,K4,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.01_\T0.5\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic4\Traffic4-Mask.mp4,0.3542,0.0202,0.4193,0.3852,0.0429,0.3266,10
360p,Traffic4,K4,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.01_\T0.5\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic4\Traffic4-Mask.mp4,0.3682,0.0227,0.4358,0.4042,0.0409,0.3446,10
360p,Traffic4,K4,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.01_\T0.7\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic4\Traffic4-Mask.mp4,0.3023,0.0204,0.3722,0.2837,0.0581,0.2118,10
360p,Traffic4,K4,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.01_\T0.7\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic4\Traffic4-Mask.mp4,0.4687,0.0291,0.5123,0.4599,0.0343,0.4049,10
360p,Traffic4,K4,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.01_\T0.7\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic4\Traffic4-Mask.mp4,0.4966,0.0333,0.5625,0.4983,0.03,0.4493,10
360p,Traffic4,K4,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.01_\T0.9\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic4\Traffic4-Mask.mp4,0.4549,0.0257,0.5134,0.3968,0.0441,0.3599,10
360p,Traffic4,K4,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.01_\T0.9\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic4\Traffic4-Mask.mp4,0.6188,0.0532,0.6563,0.5843,0.0285,0.5592,10
360p,Traffic4,K4,A0.01_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.01_\T0.9\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic4\Traffic4-Mask.mp4,0.672,0.0583,0.7219,0.6484,0.023,0.6295,10
360p,Traffic4,K4,A0.1_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.1_\T0.5\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic4\Traffic4-Mask.mp4,0.5209,0.054,0.5461,0.5415,0.0313,0.5084,10
360p,Traffic4,K4,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.1_\T0.5\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic4\Traffic4-Mask.mp4,0.6541,0.0624,0.6839,0.6525,0.0197,0.6203,10
360p,Traffic4,K4,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.1_\T0.5\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic4\Traffic4-Mask.mp4,0.7287,0.0697,0.7719,0.7326,0.0131,0.7072,10
360p,Traffic4,K4,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.1_\T0.7\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic4\Traffic4-Mask.mp4,0.5257,0.0525,0.554,0.5596,0.0289,0.5213,10
360p,Traffic4,K4,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.1_\T0.7\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic4\Traffic4-Mask.mp4,0.6544,0.0623,0.6839,0.6548,0.0197,0.622,10
360p,Traffic4,K4,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.1_\T0.7\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic4\Traffic4-Mask.mp4,0.7281,0.0693,0.7713,0.7353,0.0131,0.7085,10
360p,Traffic4,K4,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.1_\T0.9\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic4\Traffic4-Mask.mp4,0.5278,0.0524,0.5575,0.5628,0.0285,0.5233,10
360p,Traffic4,K4,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.1_\T0.9\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic4\Traffic4-Mask.mp4,0.6546,0.0623,0.6842,0.6554,0.0197,0.6224,10
360p,Traffic4,K4,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic4\K4\A0.1_\T0.9\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic4\Traffic4-Mask.mp4,0.7281,0.0692,0.7713,0.7357,0.0131,0.7088,10
480p,Traffic4,K2,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.001_\T0.5\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.0777,0.0011,0.0789,0.2048,0.0704,0.1232,10
480p,Traffic4,K2,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.001_\T0.5\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.1165,0.0031,0.1191,0.2523,0.0636,0.1551,10
480p,Traffic4,K2,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.001_\T0.5\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.1142,0.0032,0.1144,0.2483,0.0642,0.1503,10
480p,Traffic4,K2,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.001_\T0.7\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.0777,0.0011,0.0789,0.2048,0.0704,0.1232,10
480p,Traffic4,K2,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.001_\T0.7\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.1165,0.0031,0.1191,0.2523,0.0636,0.1551,10
480p,Traffic4,K2,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.001_\T0.7\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.1142,0.0032,0.1144,0.2483,0.0642,0.1503,10
480p,Traffic4,K2,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.001_\T0.9\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.0802,0.0012,0.0806,0.2066,0.0701,0.1255,10
480p,Traffic4,K2,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.001_\T0.9\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.1222,0.0031,0.1281,0.2572,0.0626,0.1637,10
480p,Traffic4,K2,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.001_\T0.9\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.12,0.0032,0.1238,0.2538,0.0631,0.1599,10
480p,Traffic4,K2,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.5\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.1388,0.0034,0.1399,0.246,0.0635,0.1729,10
480p,Traffic4,K2,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.5\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.2047,0.0053,0.2324,0.3241,0.0513,0.2449,10
480p,Traffic4,K2,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.5\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.208,0.0055,0.2373,0.3256,0.051,0.2488,10
480p,Traffic4,K2,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.7\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.1634,0.0043,0.1792,0.2499,0.0628,0.1807,10
480p,Traffic4,K2,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.7\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.2415,0.0067,0.2685,0.3398,0.0488,0.2649,10
480p,Traffic4,K2,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.7\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.2457,0.007,0.274,0.3437,0.0482,0.2669,10
480p,Traffic4,K2,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.9\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.2481,0.0074,0.2678,0.2768,0.0584,0.2009,10
480p,Traffic4,K2,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.9\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.4168,0.0246,0.4474,0.4389,0.0403,0.3998,10
480p,Traffic4,K2,A0.01_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.9\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.4353,0.026,0.4714,0.4581,0.0386,0.4246,10
480p,Traffic4,K2,A0.1_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.5\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.4621,0.0398,0.4879,0.4722,0.038,0.4449,10
480p,Traffic4,K2,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.5\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.6071,0.0553,0.6442,0.6152,0.0236,0.5843,10
480p,Traffic4,K2,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.5\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.6715,0.0626,0.7176,0.6698,0.0191,0.6485,10
480p,Traffic4,K2,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.7\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.4944,0.0465,0.5118,0.511,0.0349,0.4784,10
480p,Traffic4,K2,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.7\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.6168,0.0569,0.6535,0.6284,0.022,0.5957,10
480p,Traffic4,K2,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.7\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.6858,0.0652,0.7308,0.6859,0.0175,0.6631,10
480p,Traffic4,K2,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.9\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.5068,0.0468,0.5298,0.5566,0.0287,0.5174,10
480p,Traffic4,K2,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.9\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.6256,0.057,0.6616,0.6435,0.0197,0.606,10
480p,Traffic4,K2,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.9\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.6967,0.0655,0.7409,0.7039,0.0151,0.6753,10
480p,Traffic4,K3,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.5\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.0777,0.0011,0.0789,0.2048,0.0704,0.1232,10
480p,Traffic4,K3,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.5\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.1165,0.0031,0.1191,0.2523,0.0636,0.1551,10
480p,Traffic4,K3,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.5\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.1142,0.0032,0.1144,0.2483,0.0642,0.1503,10
480p,Traffic4,K3,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.7\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.0777,0.0011,0.0789,0.2048,0.0704,0.1232,10
480p,Traffic4,K3,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.7\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.1165,0.0031,0.1191,0.2523,0.0636,0.1551,10
480p,Traffic4,K3,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.7\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.1142,0.0032,0.1144,0.2483,0.0642,0.1503,10
480p,Traffic4,K3,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.9\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.1003,0.0024,0.0953,0.2166,0.0686,0.1385,10
480p,Traffic4,K3,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.9\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.1568,0.0042,0.1721,0.2796,0.0586,0.1964,10
480p,Traffic4,K3,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.9\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.156,0.0042,0.1706,0.2791,0.0587,0.2011,10
480p,Traffic4,K3,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.01_\T0.5\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.1981,0.009,0.2263,0.2531,0.0623,0.1816,10
