Resolution,Traffic,K,A,T,M,ParamSweep Path,OpenCV Path,Otsu Path,SSIM OpenCV AVG,SSIM OpenCV Var,SSIM OpenCV Med,SSIM Otsu AVG,SSIM Otsu Var,SSIM Otsu Med,Frames Compared
480p,Traffic5,K3,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.001_\T0.5\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.6984,0.0335,0.6516,0.733,0.0073,0.6912,25
480p,Traffic5,K3,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.001_\T0.5\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.7248,0.0337,0.6736,0.7629,0.0057,0.7418,25
480p,Traffic5,K3,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.001_\T0.5\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.7257,0.0339,0.6727,0.7635,0.0055,0.7441,25
480p,Traffic5,K3,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.001_\T0.7\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.7721,0.0395,0.8747,0.7728,0.0071,0.7996,25
480p,Traffic5,K3,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.001_\T0.7\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.7925,0.0393,0.8949,0.7966,0.0055,0.8205,25
480p,Traffic5,K3,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.001_\T0.7\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.7935,0.0394,0.897,0.7968,0.0054,0.8197,25
480p,Traffic5,K3,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.001_\T0.9\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.842,0.0366,0.9111,0.814,0.0041,0.8245,25
480p,Traffic5,K3,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.001_\T0.9\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.8597,0.0371,0.9263,0.8342,0.0032,0.8422,25
480p,Traffic5,K3,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.001_\T0.9\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.8608,0.037,0.9259,0.8342,0.0032,0.8411,25
480p,Traffic5,K3,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.01_\T0.5\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.8308,0.0329,0.8689,0.7889,0.0044,0.7817,25
480p,Traffic5,K3,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.01_\T0.5\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.8684,0.0346,0.9169,0.8311,0.0025,0.8293,25
480p,Traffic5,K3,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.01_\T0.5\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.8734,0.0348,0.9233,0.8328,0.0024,0.8309,25
480p,Traffic5,K3,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.01_\T0.7\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.8625,0.0333,0.9071,0.8148,0.0028,0.8112,25
480p,Traffic5,K3,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.01_\T0.7\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.8896,0.0347,0.9348,0.8481,0.0017,0.8481,25
480p,Traffic5,K3,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.01_\T0.7\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.8954,0.035,0.9413,0.8498,0.0016,0.8504,25
480p,Traffic5,K3,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.01_\T0.9\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.9013,0.0346,0.9498,0.8503,0.0014,0.8497,25
480p,Traffic5,K3,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.01_\T0.9\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.9129,0.0354,0.9574,0.8712,0.0009,0.8691,25
480p,Traffic5,K3,A0.01_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.01_\T0.9\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.9217,0.0358,0.967,0.8733,0.0009,0.8698,25
480p,Traffic5,K3,A0.1_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.1_\T0.5\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.8159,0.0315,0.857,0.793,0.0044,0.7913,25
480p,Traffic5,K3,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.1_\T0.5\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.8662,0.0321,0.9012,0.8381,0.0017,0.8352,25
480p,Traffic5,K3,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.1_\T0.5\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.8761,0.0326,0.9126,0.8413,0.0017,0.8373,25
480p,Traffic5,K3,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.1_\T0.7\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.8713,0.0326,0.9132,0.8456,0.0013,0.8422,25
480p,Traffic5,K3,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.1_\T0.7\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.8976,0.0341,0.9414,0.8691,0.0009,0.863,25
480p,Traffic5,K3,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.1_\T0.7\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.9076,0.0346,0.9478,0.8723,0.0009,0.8662,25
480p,Traffic5,K3,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.1_\T0.9\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.9079,0.0351,0.9545,0.8827,0.0007,0.8778,25
480p,Traffic5,K3,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.1_\T0.9\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.9209,0.0358,0.9638,0.893,0.0007,0.887,25
480p,Traffic5,K3,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K3\A0.1_\T0.9\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.931,0.0363,0.9729,0.8961,0.0006,0.8906,25
480p,Traffic5,K4,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.001_\T0.5\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.704,0.0351,0.6516,0.736,0.0076,0.6925,25
480p,Traffic5,K4,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.001_\T0.5\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.7291,0.0349,0.6761,0.765,0.0059,0.7426,25
480p,Traffic5,K4,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.001_\T0.5\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.73,0.0351,0.6753,0.7658,0.0057,0.7451,25
480p,Traffic5,K4,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.001_\T0.7\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.7803,0.0409,0.8913,0.7778,0.0074,0.8082,25
480p,Traffic5,K4,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.001_\T0.7\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.7993,0.0404,0.9021,0.8006,0.0057,0.8248,25
480p,Traffic5,K4,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.001_\T0.7\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.8003,0.0405,0.9034,0.8009,0.0056,0.8243,25
480p,Traffic5,K4,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.001_\T0.9\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.8518,0.0373,0.9203,0.82,0.0041,0.8312,25
480p,Traffic5,K4,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.001_\T0.9\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.8686,0.0377,0.9326,0.8394,0.0031,0.8477,25
480p,Traffic5,K4,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.001_\T0.9\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.8698,0.0376,0.9322,0.8396,0.0031,0.8476,25
480p,Traffic5,K4,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.01_\T0.5\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.8358,0.0333,0.8713,0.7914,0.0045,0.7835,25
480p,Traffic5,K4,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.01_\T0.5\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.8719,0.0347,0.9185,0.8332,0.0024,0.831,25
480p,Traffic5,K4,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.01_\T0.5\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.8778,0.035,0.9251,0.8349,0.0024,0.8322,25
480p,Traffic5,K4,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.01_\T0.7\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.8688,0.0337,0.9105,0.8182,0.0028,0.814,25
480p,Traffic5,K4,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.01_\T0.7\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.8933,0.0349,0.9385,0.8511,0.0016,0.8504,25
480p,Traffic5,K4,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.01_\T0.7\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.9005,0.0353,0.9436,0.8529,0.0016,0.853,25
480p,Traffic5,K4,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.01_\T0.9\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.9042,0.0347,0.9513,0.8543,0.0013,0.8532,25
480p,Traffic5,K4,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.01_\T0.9\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.9145,0.0355,0.9581,0.8749,0.0008,0.873,25
480p,Traffic5,K4,A0.01_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.01_\T0.9\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.9248,0.036,0.9685,0.8772,0.0008,0.8749,25
480p,Traffic5,K4,A0.1_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.1_\T0.5\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.8161,0.0315,0.8574,0.7944,0.0043,0.7915,25
480p,Traffic5,K4,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.1_\T0.5\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.8669,0.0321,0.9026,0.8393,0.0017,0.836,25
480p,Traffic5,K4,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.1_\T0.5\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.8767,0.0326,0.9119,0.8425,0.0016,0.8381,25
480p,Traffic5,K4,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.1_\T0.7\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.8713,0.0327,0.9137,0.847,0.0012,0.843,25
480p,Traffic5,K4,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.1_\T0.7\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.8977,0.0341,0.9413,0.87,0.0009,0.8639,25
480p,Traffic5,K4,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.1_\T0.7\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.9078,0.0346,0.9485,0.8732,0.0009,0.8669,25
480p,Traffic5,K4,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.1_\T0.9\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic5\Traffic5-Mask.mp4,0.9085,0.0351,0.9545,0.8842,0.0007,0.8786,25
480p,Traffic5,K4,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.1_\T0.9\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic5\Traffic5-Mask.mp4,0.9211,0.0358,0.9638,0.8935,0.0007,0.8879,25
480p,Traffic5,K4,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic5\K4\A0.1_\T0.9\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic5\Traffic5-Mask.mp4,0.9312,0.0363,0.973,0.8967,0.0006,0.8913,25
120p,Traffic5,K2,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K2\A0.001_\T0.5\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.628,0.0223,0.5559,0.6395,0.0072,0.6015,50
120p,Traffic5,K2,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K2\A0.001_\T0.5\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.6887,0.0197,0.6483,0.6866,0.0054,0.6773,50
120p,Traffic5,K2,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K2\A0.001_\T0.5\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.6889,0.0197,0.6492,0.6945,0.0076,0.6685,50
120p,Traffic5,K2,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K2\A0.001_\T0.7\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.6993,0.0251,0.7906,0.665,0.0064,0.6823,50
120p,Traffic5,K2,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K2\A0.001_\T0.7\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.7479,0.0216,0.8268,0.7095,0.0049,0.7203,50
120p,Traffic5,K2,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K2\A0.001_\T0.7\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.7481,0.0217,0.8275,0.7316,0.0068,0.7625,50
120p,Traffic5,K2,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K2\A0.001_\T0.9\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.7746,0.0202,0.8265,0.696,0.0043,0.6949,50
120p,Traffic5,K2,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K2\A0.001_\T0.9\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.8164,0.0184,0.8513,0.7436,0.0031,0.736,50
120p,Traffic5,K2,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K2\A0.001_\T0.9\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.8168,0.0184,0.8527,0.7806,0.0035,0.7817,50
120p,Traffic5,K2,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K2\A0.01_\T0.5\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.8334,0.0237,0.8963,0.7341,0.0055,0.7516,50
120p,Traffic5,K2,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K2\A0.01_\T0.5\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.8923,0.0211,0.9356,0.7995,0.0024,0.8029,50
